strain,virus,gisaid_epi_isl,genbank_accession,date,region,country,division,location,region_exposure,country_exposure,division_exposure,segment,length,host,age,sex,Nextstrain_clade,pangolin_lineage,GISAID_clade,originating_lab,submitting_lab,authors,url,title,paper_url,date_submitted,purpose_of_sequencing
hCoV-19/England/LOND-124F756/2020,betacoronavirus,EPI_ISL_665169,?,25/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29818,Human,unknown,unknown,?,B.1.1,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F765/2020,betacoronavirus,EPI_ISL_665170,?,25/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29836,Human,unknown,unknown,?,B.1.1,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F792/2020,betacoronavirus,EPI_ISL_665171,?,26/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29818,Human,unknown,unknown,?,B.1.1,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F7A1/2020,betacoronavirus,EPI_ISL_665172,?,26/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29814,Human,unknown,unknown,?,B.1,G,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F7B0/2020,betacoronavirus,EPI_ISL_665173,?,26/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29815,Human,unknown,unknown,?,B.40,V,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F835/2020,betacoronavirus,EPI_ISL_665174,?,27/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29815,Human,unknown,unknown,?,B.40,V,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F862/2020,betacoronavirus,EPI_ISL_665175,?,27/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29812,Human,unknown,unknown,?,B.1.1,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F880/2020,betacoronavirus,EPI_ISL_665176,?,27/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29816,Human,unknown,unknown,?,B.1,G,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F8CC/2020,betacoronavirus,EPI_ISL_665177,?,27/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29816,Human,unknown,unknown,?,B.1,G,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F923/2020,betacoronavirus,EPI_ISL_665178,?,28/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29815,Human,unknown,unknown,?,B.1.13,GH,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F941/2020,betacoronavirus,EPI_ISL_665179,?,28/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29804,Human,unknown,unknown,?,B.1,O,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F98D/2020,betacoronavirus,EPI_ISL_665180,?,28/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29817,Human,unknown,unknown,?,B.1.1,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F9AB/2020,betacoronavirus,EPI_ISL_665181,?,28/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29815,Human,unknown,unknown,?,B.1.1.10,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124FBA5/2020,betacoronavirus,EPI_ISL_665188,?,26/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29816,Human,unknown,unknown,?,B.1,G,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124FBC3/2020,betacoronavirus,EPI_ISL_665189,?,26/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29816,Human,unknown,unknown,?,B.1.1,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124FE60/2020,betacoronavirus,EPI_ISL_665190,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29816,Human,unknown,unknown,?,B.1.1.164,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124FFF4/2020,betacoronavirus,EPI_ISL_665191,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29820,Human,unknown,unknown,?,B.1,G,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-1250039/2020,betacoronavirus,EPI_ISL_665192,?,07/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29818,Human,unknown,unknown,?,B.1.1,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-125028E/2020,betacoronavirus,EPI_ISL_665206,?,19/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29817,Human,unknown,unknown,?,B.40,V,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-1250303/2020,betacoronavirus,EPI_ISL_665207,?,31/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29817,Human,unknown,unknown,?,B.1.1.164,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/201500413/2020,betacoronavirus,EPI_ISL_766259,?,02/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29857,Human,56,Female,?,B.47,L,"Respiratory Virus Unit, National Infection Service, Public Health England",COVID-19 Genomics UK (COG-UK) Consortium,PHE Covid Sequencing Team,https://www.gisaid.org/,?,?,05/01/2021,?
hCoV-19/England/TFCI-26F9FF2/2020,betacoronavirus,EPI_ISL_816736,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29816,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA00D/2020,betacoronavirus,EPI_ISL_816737,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29815,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA01C/2020,betacoronavirus,EPI_ISL_816738,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29847,Human,unknown,unknown,?,B.1,GH,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA02B/2020,betacoronavirus,EPI_ISL_816739,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29814,Human,unknown,unknown,?,B.1,G,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA058/2020,betacoronavirus,EPI_ISL_816741,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29840,Human,unknown,unknown,?,B.1,GH,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA067/2020,betacoronavirus,EPI_ISL_816742,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29847,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA076/2020,betacoronavirus,EPI_ISL_816743,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29850,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA085/2020,betacoronavirus,EPI_ISL_816744,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29816,Human,unknown,unknown,?,B,V,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA094/2020,betacoronavirus,EPI_ISL_816745,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29838,Human,unknown,unknown,?,B.1,G,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA0A3/2020,betacoronavirus,EPI_ISL_816746,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29843,Human,unknown,unknown,?,B.40,V,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA0B2/2020,betacoronavirus,EPI_ISL_816747,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29838,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA0C1/2020,betacoronavirus,EPI_ISL_816748,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29804,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA0D0/2020,betacoronavirus,EPI_ISL_816749,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29831,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA0EF/2020,betacoronavirus,EPI_ISL_816750,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29842,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA0FE/2020,betacoronavirus,EPI_ISL_816751,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29814,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA10A/2020,betacoronavirus,EPI_ISL_816752,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29813,Human,unknown,unknown,?,B.40,V,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA119/2020,betacoronavirus,EPI_ISL_816753,?,12/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29816,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA128/2020,betacoronavirus,EPI_ISL_816754,?,12/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29813,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA137/2020,betacoronavirus,EPI_ISL_816755,?,12/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29814,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA146/2020,betacoronavirus,EPI_ISL_816756,?,12/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29818,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA155/2020,betacoronavirus,EPI_ISL_816757,?,15/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29818,Human,unknown,unknown,?,B.1.1.82,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA164/2020,betacoronavirus,EPI_ISL_816758,?,15/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29834,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA173/2020,betacoronavirus,EPI_ISL_816759,?,15/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29850,Human,unknown,unknown,?,B.3,L,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA35F/2020,betacoronavirus,EPI_ISL_816789,?,15/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29814,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA42F/2020,betacoronavirus,EPI_ISL_816802,?,08/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29815,Human,unknown,unknown,?,B.3,L,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA43E/2020,betacoronavirus,EPI_ISL_816803,?,08/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29818,Human,unknown,unknown,?,B.1,G,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
hCoV-19/England/TFCI-26FA44D/2020,betacoronavirus,EPI_ISL_816804,?,08/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29816,Human,unknown,unknown,?,B.1.1,GR,"Bioinformatics and Biostatistics Lab, Advanced Sequencing Facility",COVID-19 Genomics UK (COG-UK) Consortium,"Aengus Stewart,Jerome Nicod,Chelsea Sawyer,Laura Cubitt,Harshil Patel,Margaret Crawford",https://www.gisaid.org/,?,?,14/01/2021,?
